yor_Latn	sentiment
Mo gbádùn rẹ̀ gan-an, ó dáa gan-an láti inú ilé ìtajà àwọn fíìmù Hollywood, kì í ṣe àkókò tí mo fi ń ṣòfò.	positive
Àrà ọ̀tọ̀!! Mo máa ń gbéra ga lórí ìṣẹ̀lẹ̀ Nollywood yìí!!	positive
Orin ti o yàtọ̀ síra. ...Aran ti o wuyi, ti a sọ daradara ati ti a ṣe afihan. Ohun gbogbo lati awọn ibi si ohun elo, awọn oṣere, aṣọ, paapaa ede & ati ifihan ti aṣa jẹ ẹmi-ara-ara-ara-ara.	positive
Ó ṣe tán, ó tún máa ń ṣe àwọn èèyàn bíi mélòó kan bíi ti tẹ́nì kan tó ń gbé ní ìlú kan tó wà nílùú New York, nílùú New York, lórílẹ̀-èdè Amẹ́ríkà, tó sì ń gbé ní ìlú New York.	positive
Ẹ fi ọwọ́ rẹ̀ sí fíìmù tó dára jù lọ ní Nàìjíríà tí mo ti rí.	positive
Ó dára, àmọ́ ó dára gan-an, mo fẹ́ràn bí àwọn èèyàn ṣe ń pa èèyàn ní Nàìjíríà, ohun tó ń ṣẹlẹ̀ níbẹ̀ kò yé mi, ó sì ṣeé ka, àmọ́ ó jìnnà tó láti mú kí n máa ronú nípa rẹ̀.	positive
Ó ṣe mí kàyéfì gan-an, ó sì ṣe mí kàyéfì gan-an.	positive
Ohun tí jíjẹ́ ọmọ Nàìjíríà túmọ̀ sí... ṣe dáadáa Genevieve Nnaji: fíìmù kan fún gbogbo ènìyàn láti wo.	positive
Ìṣòro kan péré ló wà	positive
Lionheart jẹ fiimu ti o lagbara ti o ṣe afihan iwa-ipa-ipa-ipa-ipa-ipa-ipa-ipa-ipa-ipa-ipa-ipa-ipa-ipa-ipa-ipa-ipa-ipa-ipa-ipa-ipa-ipa-ipa-ipa-ipa-ipa-ipa-ipa-ipa-ipa-ipa-ipa-ipa-ipa-ipa-ipa-ipa-ipa-ipa-ipa-ipa-ipa-ipa-ipa-ipa-ipa-ipa-ipa-ipa-ipa-ipa-ipa-ipa-ipa-ipa-ipa-ipa-ipa-ipa-ipa-ipa-ipa-ipa-ipa-ipa-ipa-ipa-ipa-ipa-ipa-ipa-ipa-ipa-ipa-ipa-ipa-ipa-ipa-ipa-ipa-ipa-ipa-ipa-ipa-ipa-ipa-ipa-ipa-ipa-ipa-ipa-ipa-ipa-ipa-ipa-ipa-ipa-ipa-ipa-ipa-ipa-ipa-ipa-ipa-ipa-ipa-ipa-ipa-ipa-ipa-ipa-ipa-ipa-ipa-ipa-ipa-ipa-ipa-ipa-ipa-ipa-ipa-ipa-ipa-ipa-ipa-ipa-ipa-ipa-ipa-ipa-ipa-ipa-ipa-ipa-ipa-ipa-ipa-ipa-ipa-ipa-ipa-ipa-ipa-ipa-ipa-ipa-ipa-ipa-ipa-ipa-ipa-ipa-ipa-ipa-ipa-ipa-ipa-ipa-ipa-ipa-ipa-ipa-ipa-ipa-ipa-ipa-ipa-ipa-ipa-ipa-ipa-ipa-ipa-ipa-ipa-ipa-ipa-ipa-ipa-ipa-ipa-ipa-ipa-ipa-ipa-ipa-ipa-ipa-ipa-ipa-ipa-	positive
Ẹ̀yin ọmọ mi, ẹ jọ̀yin ọmọ mi, ẹ jọ̀yin ọmọ mi, ẹ jọ̀yin ọmọ mi, ẹ jọ̀yin ọmọ mi, ẹ jọ̀yin ọmọ mi, ẹ jọ̀yin ọmọ mi, ẹ jọ̀yin ọmọ mi, ẹ jọ̀yin ọmọ mi, ẹ jọ̀yin ọmọ mi, ẹ jọ̀yin ọmọ mi, ẹ jọ̀yin ọmọ mi, ẹ jọ̀yin ọmọ mi, ẹ jọ̀yin ọmọ mi, ẹ jọ̀yin ọmọ mi, ẹ jọ̀yin ọmọ mi, ẹ jọ̀yin ọmọ mi, ẹ jọ̀yin ọmọ mi, ẹ jọ̀yin ọmọ mi, ẹ jọ̀yin ọmọ mi, ẹ̀yin ọmọ mi, ẹ̀yin ọmọ mi, ẹ̀yin ọmọ mi, ẹ̀yin mi, ẹ̀yin ọmọ mi, ẹ̀yin mi, ẹ̀yin mi, ẹ̀yin mi, ẹ̀yin mi, ẹ̀yin mi, ẹ̀yin mi, ẹ̀yin mi, ẹ̀yin mi, ẹ̀yin mi, ẹ̀yin mi, ẹ̀yin mi, ẹ̀yin mi, ẹ̀yin mi, ẹ̀yin mi, ẹ̀yin mi, ẹ̀yin mi, ẹ̀yin mi, ẹ̀yin mi, ẹ̀yin mi, ẹ̀yin mi, ẹ̀yin mi, ẹ̀yin mi, ẹ̀yin mi, ẹ̀yin mi, ẹ̀yin mi, ẹ̀yin mi.	positive
Ìtàn tó dára gan-an, ìdààmú ọkàn tó wà nínú fíìmù yìí á mú kó o máa ṣe dáadáa, ìtura tó wà nínú fíìmù á sì mú kó o máa rẹ́rìn-ín.	positive
Àtúnṣe tó dára ni yóò jẹ́ fún ìmúṣẹ ìtàn tó dára. . . . Mo ní láti sọ pé mo gbóríyìn fún olùdarí náà àti iṣẹ́ tó ń ṣe (Ramsey Nouah).	positive
100% ni aaye. Nkankankan ti o tọ n ti o dara julọ. Gbogbo eniyan jẹ iyanu. O jẹ ki ọkan ni igberaga ni Nigerian 👏👍😘	positive
Ó dára gan-an láti rí Sam Dede ní ojú iboju wa, àti láti rí i pé ó ṣì jẹ́ ọ̀gá nínú iṣẹ́ ọnà rẹ̀, tó ń fún wa ní ìṣe tó ga jù lọ.	positive
Ó dára gan-an, ó dára gan-an, ó dára gan-an, ó dára gan-an, ó dára gan-an.	positive
Ó máa ń wu àwọn èèyàn láti máa sọ̀rọ̀ nípa ìbálòpọ̀ wọn, wọ́n sì máa ń fi ìrẹ̀wẹ̀sì bá ara wọn nígbà tí nǹkan bá ń lọ bẹ́ẹ̀.	positive
Ó máa ń wù mí gan-an láti mọ bí wọ́n ṣe kọ orin náà, Amazing Grace.	positive
Fìlíìmù yìí wọ̀ mí lọ́kàn gan-an nípa inú rere àìlẹ́tọ̀ọ́sí Ọlọ́run!	positive
Kì í ṣe pé ọ̀rọ̀ náà ò kàn gba àwọn tó ń wò ó lọ́kàn, àmọ́ ó tún jẹ́ pé ọ̀rọ̀ tó ń gbé àwọn èèyàn lọ́kàn sókè ni kò tóbi jù lọ, kò sì ní kóni nínú.	negative
Bí àpẹẹrẹ, fíìmù yìí ti pẹ́, ó sì ń múni lọ́kàn kúrò, orin inú rẹ̀ kò sì ní láárí, kò sì sí ohun tó lè ṣe láti dá fíìmù náà pa mọ́.	negative
Ọ̀nà tó dára gan-an láti fi ba ọjọ́ rẹ jẹ́ pátápátá	negative
ohun tó ń múni ṣàníyàn	negative
Àwọn tó wà nínú Swallow máa ń mú kí ẹnikẹ́ni sunkún - ipò òṣì, ìyọ́nu ìbálòpọ̀, ọjà oògùn olóró, ìwà ìbàjẹ́ tó gbòde kan - àmọ́ fíìmù náà àti gbogbo àwọn èèyàn tó wà nínú rẹ̀ kò ní ìmí ẹ̀dùn kankan.	negative
Bó tilẹ̀ jẹ́ pé ohun tó ń gbéni ró jù lọ nínú eré náà ni pé, bí ọ̀rọ̀ Farming ṣe máa ń dùn ún wò kò ṣe jẹ́ kí ọ̀rọ̀ náà rí bẹ́ẹ̀, èyí sì mú kó ṣòro fún àwọn èèyàn láti máa wo ohun tó ń ṣẹlẹ̀.	negative
Àwọn ìtàn tí kò bára mu àti àwọn ohun ìyanu tó ń ṣẹlẹ̀ nínú ìtàn náà kò ṣeé gbàgbé.	negative
Kò sí ẹnì kan tó ò ń fi ìtìjú bá wa nígbà tá a kúrò nílùú.	negative
Bákan náà, iṣẹ́ àgbẹ̀ tún lè jẹ́ ohun tó ń múni ronú jinlẹ̀, tó sì ń múni lọ́kàn le, ó sì jẹ́ ká rí i pé ó léwu gan-an pé kéèyàn kórìíra ara rẹ̀.	negative
Ọ̀nà tó burú jù lọ láti bẹ̀rẹ̀ ọdún ni pé, 'Akpe' jẹ́ àríyànjiyàn.	negative
O lè má kórìíra ara rẹ nítorí pé o rí 'Superstar' àmọ́ o máa ń rí i pé o ò lè mọ nǹkan kan, wàá sì máa wà nínú àárẹ̀.	negative
Ó dájú pé kò ní dáa kí n fi èyí sílẹ̀ fún gbogbo àwọn tó ń ṣe eré náà.	negative
Bíi ti àwọn iṣẹ́ mìíràn tí kò dára bíi tirẹ, 'Knock Out Blessing' ni a ṣe fún ìdí pàtàkì láti fi ṣe ìjìnlẹ̀ ìjẹ́ra àwọn olùṣèṣèwádìí dípò kí ó mú kí àwọn olùgbọ́ ní Nàìjíríà láyọ̀.	negative
Akinnuoye-Agbaje kò mọ ẹni tí Eni jẹ́.	negative
Ojú ẹ̀yìn ni àádọ́ta ìṣẹ́jú tí wọ́n fi ń polówó ilé ìtura kan ní ìlú Lagos, fíìmù sì ń parí lọ.	negative
Ó mà dùn mọ́ mi o o, pé 'Àwùjọ Àwọn Ọmọ Oṣù' jẹ́ àbáyọ fún àwọn tó ní ọ̀pọ̀ ọlá.	negative
tí mo bá sọ fún yín pé fíìmù tó fani mọ́ra ni, ńṣe ni màá parọ́.	negative
Bó tilẹ̀ jẹ́ pé ó pẹ́ tó fi máa ń pẹ́, ìṣòro tó wà nínú 'Funke' ni pé ó máa ń súni, kò sì máa ń kó ìbàjẹ́ báni.	negative
Kò yẹ kí n ṣe bẹ́ẹ̀!	negative
Níkẹyìn, èyí ni ohun tí kò dára tí kò yẹ kí wọ́n gbé wá sí sinimá.	negative
O ṣe pataki lati ṣe akiyesi pe awọn ohun elo ti o wa ni isalẹ ni o wa ni awọn ohun elo ti o ni imọran ti o ni imọran ti o ni imọran ti o ni imọran ti o ni imọran ti o ni imọran ti o ni imọran ti o ni imọran ti o ni imọran ti o ni imọran ti o ni imọran ti o ni imọran ti o ni imọran ti o ni imọran ti o ni imọran ti o ni imọran ti o ni imọran ti o ni imọran ti o ni imọran ti o ni imọran ti o ni imọran ti o ni imọran ti o ni imọran ti o ni imọran ti o ni imọran ti o ni imọran ti o ni imọran ti o ni imọran ti o ni imọran ti o ni imọran ti o ni imọran ti o ni imọran ti o ni imọran ti o ni imọran ti o ni imọran ti o ni imọran ti o ni imọran ti o ni imọran ti o ni imọran ti o ni imọran ti o ni imọran ti o ni imọran ti o ni imọran ti o ni imọran ti o ni imọran ti o ni imọran ti o ni imọran ti o ni imọran ti o ni imọran ti o ni imọran ti o ni imọran ti o ni imọran ti o ni imọran ti o ni imọran ti o ni imọran ti o ni imọran ti o ni imọran ti o ni imọran ti o ni imọran ti o ni imọran ti o ni imọran ti o ni imọran ti o ni imọran ti o ni imọran ti o ni imọran ti o ni imọran ti o ni imọran ti o ni imọran ti o ni imọran ti o ni imọran ti o ni imọran ti o ni imọran ti o ni imọran ti o ni imọran ti o ni imọran ti o ni imọran ti o ni imọran ti o ni imọran ti o ni imọran ti o ni imọran ti o ni imọran ti o ni imọran ti o ni imọran ti o ni imọran ti o ni imọran ti o ni imọran ti o ni imọran ti o ni imọran ti o ni imọran ti o ni imọran ti o ni imọran ti o ni imọran ti o ni imọran ti o ti o	negative
iye àwọn ìwà ìkà tí ọmọ ọdún mẹ́fà yìí hù nínú fíìmù yìí ti di èyí tó pọ̀ jù láti kà.	negative
Ó dára fún àwọn ọmọ ọdún mẹ́rìnlá, ó sì ṣe bíi ìtàn Disney tó mọ́ tónítóní, ó sì ní ìbàlẹ̀ ọkàn.	negative
Àwọn nǹkan tó ń ṣe àwọn èèyàn bíi mélòó kan àti àwọn àkókò tí wọ́n ń fi ìmárale ṣe nǹkan lọ́nà tó ń mú kí wọ́n máa ṣe nǹkan lọ́nà tó ń mú kí wọ́n máa ṣe nǹkan lọ́nà tó ń mú kí wọ́n máa ṣe nǹkan lọ́nà tó ń mú kí wọ́n máa ṣe nǹkan lọ́nà tó ń mú kí wọ́n máa ṣe nǹkan lọ́nà tó ń mú kí wọ́n máa ṣe nǹkan lọ́nà tó ń mú kí wọ́n máa ṣe nǹkan lọ́nà tó ń mú kí wọ́n máa ṣe nǹkan lọ́nà tó ń mú kí wọ́n máa ṣe nǹkan lọ́nà tó ń ṣe wọ́n lọ́nà tó ń ṣe bíi ti tẹlifíṣọ̀n.	negative
Ó kéré tán, ọ̀rọ̀ náà kò tó nǹkan, ó sì ṣeé fojú sọ́nà fún.	negative
Àmọ́, ó ṣeni láàánú pé, àwọn àkókò tó ń tàn kálẹ̀ yìí kò tó nǹkan tí wọ́n lè ṣe láti fi sanwó ńláǹlà láti rí èyí.	negative
Yàtọ̀ síyẹn, ó ṣe kedere pé ohun tó ń ṣẹlẹ̀ láàárín Joseph àti ìyàwó rẹ̀ kì í ṣe ohun tó ń ṣẹlẹ̀, àmọ́ mo rò pé ìwé tó ń gbéni ró ni èyí ju fíìmù lọ.	negative
Nítorí náà, àwọn tó ń gbọ́ ọ̀rọ̀ náà máa ń gbọ́ ohùn àwọn tó ń gbọ́ ọ̀rọ̀ náà látìgbàdégbà	negative
Kò sí ẹni tó yẹ kí ó wo fíìmù tí kò dára yìí.	negative
Snooze Fest, kò sí ìtàn púpọ̀, àwọn orin tó ń ṣe àríyànjiyàn	negative
tó o bá fi ADR tó burú jáì kún un, tó o sì fi nǹkan tó burú jáì kún un, wàá ní àlá àbáyọ.	negative
Kò ní ṣe gbogbo nǹkan lápapọ̀, ṣùgbọ́n ó burú tí àwọn tó ń ṣe àwọn fíìmù kò bá pàdánù ẹ̀rọ náà, tí wọ́n á sì kọsẹ̀, tí wọ́n á sì máa ṣòfò, tí wọ́n á sì máa fi nǹkan yìí ṣe nǹkan títí tí fíìmù wọn ní Nollywood yóò fi tóbi sí Bollywood, láìní ìlàlóye, ìbẹ̀rù tàbí ìmúratán láti fi hàn pé ó yẹ.	negative
Ó ń dà bí ẹni tí kò tóbi, ó sì ń dà bí òmùgọ̀!	negative
Àkọlé fíìmù àkọ́kọ́ tó ní àbùkù, àmọ́ ó fi hàn pé ó ní ìmúṣẹ tó dára	negative
Ní ti fíìmù tí àwọn èèyàn ń gbé yìí, mi ò lè sọ pé ó sàn ju àwọn tí kò mọ nǹkan kan lọ,	negative
O ti ṣe nínú ọ̀run jẹ́ fíìmù òmùgọ̀. Ó jẹ́ òmùgọ̀ gan-an, ó máa ń mú ọ bínú débi pé wàá fi máa rẹ́rìn-ín nítorí ìjákulẹ̀ tó kọjá àfẹnusọ. O máa rẹjú gan-an tó o bá ń wo fíìmù náà, o ò ní lè rí ara rẹ pé o kàn ń gbádùn ìwà òmùgọ̀ tí fíìmù òmùgọ̀ yìí ń hù.	negative
Ó ń rìn díẹ̀, ó ń ṣe dáadáa, ó sì ní ìbẹ̀rù díẹ̀, àmọ́ òpin kò dùn mọ́ni nínú.	negative
"Níwọ̀n bí kò ti sí ìjì líle tó dára, má ṣe fi ""Dagger"" yìí pa owó rẹ ní ọkàn rẹ."	negative
Nígbà tí mo sọ pé ohun tó ń mú ká máa ṣe eré ìdárayá ń sọ àwọn ohun tá à ń sọ di ọ̀rọ̀ òmùgọ̀, èyí jẹ́ àpẹẹrẹ tó dára jù lọ.	negative
Tó o bá ti wo Chief Daddy: Going For Broke ní ọdún tuntun tó jáde lórí Netflix, tó o sì gbà pé ó máa di fíìmù tó burú jù lọ ní ọdún yìí, mọ̀ pé kì í ṣe ẹ̀bi rẹ ni;	negative
Ó máa ń jẹ́ kí ọkàn èèyàn bà jẹ́!	negative
Snooze Fest, kò sí ìtàn púpọ̀, àwọn orin tó ń ṣe àríyànjiyàn	negative
Fìlíìmù náà kò dára gan-an, ó ní àwọn òǹwòran náà ti ń ṣe àṣejù (ó ṣeé ṣe kí wọ́n ti ń darí wọn jù?) àmọ́ àyíká tó wà nínú rẹ̀ dára gan-an.	negative
Ó kéré tán, owó tó pọ̀ tó bẹ́ẹ̀ kò tó nǹkan.	negative
Ohun tó dára gan-an ni, ó burú gan-an nígbà tí wọ́n bá ṣe ìwádìí.	negative
Kò yẹ ká ṣe bẹ́ẹ̀.	negative
Ìtàn tó dára, eré tí kò dára.	negative
fíìmù kan tó ní àwọn ìràwọ̀ tó mú kí àwọn ìràwọ̀ dà bí ẹni pé àwọn ń ṣe eré ìdárayá nínú ilé ọ̀dọ́	negative
Kò yẹ ká ṣe bẹ́ẹ̀.	negative
Ó ṣe ohun tí kò dára, ó burú, ó ṣe ìtìjú, ó sì ń tàn kálẹ̀.	negative
Bí mo ṣe ń ṣe fíìmù yìí mú kí n fẹ́ràn rẹ̀ gan-an, àmọ́ ó ṣòro láti gbádùn rẹ̀ lábẹ́ àlàyé tí kò tọ́ nípa fíìmù tí Genevieve Nnaji kọ.	negative
Ó dájú pé, ọ̀kan lára àwọn fíìmù ìbẹ̀rù tó burú jù lọ tí wọ́n ti ṣe rí...	negative
Bó bá tiẹ̀ jẹ́ pé ọ̀rọ̀ nípa fífi ìṣeré ṣe eré, àbá ìwé ìtàn, ó yàtọ̀ sí ti ayé yìí	negative
"Bó tilẹ̀ jẹ́ pé wọ́n fi èké pe ""Ìṣekúṣe"", 'Bridal Shower' kì í ṣe fíìmù Ìṣekúṣe rárá."	negative
Kò sí ohun tó lè ṣe é, torí pé owó ni wọ́n ń kó jọ.	negative
Ìjákulẹ̀ Tó Gbéṣẹ́	negative
Ó máa ń dà bí ẹni pé ó ń dà á láàmú	negative
Ó fani mọ́ra, àmọ́ kò ní agbára kankan	negative
Àwọn ohun tó ń mú kí 'Àwòrán Àpéjọ' di èyí tí kò dára, ó sì ti di èyí tó ń mú kí wọ́n ṣe ohun tó tọ́.	negative
Ó ń rọ̀ lọ́nà tó ń mú kí nǹkan máa ṣe kedere.	negative
àmọ́, ohun tó ń dunni àti orin tó ń kọni kò dáa débi pé ó pa gbogbo ohun tó dára run	negative
Mi ò rí gbogbo ọ̀rọ̀ òmùgọ̀ yìí, kódà kò sí ọ̀rọ̀ òmùgọ̀ tó ń mú ẹ̀yà èèyàn wá látọ̀dọ̀ orílẹ̀-èdè kan ní Áfíríkà tí kò sí ilé iṣẹ́ sinimá.	negative
Ọ̀rọ̀ tó dáa, kò sì dára	negative
Ìṣeré náà kò dára, orin náà tún ń sọ ọ́ léraléra, ìtàn náà sì ń sọ ọ́ léraléra.	negative
Ohun tó ń gbé ìsọfúnni náà lárugẹ, àmọ́ ọ̀ràn ọ̀ràn ọ̀ràn ọ̀ràn ọ̀ràn ọ̀ràn náà dára rárá.	negative
Ìṣètò tó ń ṣeni láàánú àti tí kò bójú mu nípa ìwé kan tó ní ìjìnlẹ̀ (tí kò tíì fara hàn)	negative
"Kò sí ohun tó dára nínú ""Irú Ohun Tó Ń Fi Wa Bára Mu""."	negative
fíìmù yìí kò rọrùn láti ṣe, àmọ́ ọkàn rẹ̀ ò tó nǹkan.	negative
Bí fíìmù náà ṣe ń gbé ìjíròrò rẹ̀ kà nípa àjọṣe tó wà láàárín Joseph àti Suzy, kò fi béèyàn ṣe lè mọ̀ nípa ìṣẹ̀lẹ̀ tó wáyé ní February 13, 1976, tó mú kí Olusegan Obasanjo wá sípò.	negative
Ẹ jọ̀wọ́, ẹ má fi owó Naira yín san èrè fún wọn.	negative
fíìmù yìí ló máa jẹ́ eré àròjinlẹ̀ tó máa ń bani nínú jẹ jù lọ tá a ti rí.	negative
Ó ṣeé ṣe kó jẹ́ pé èyí tó burú jù lọ nínú fíìmù tí wọ́n fi owó tó pọ̀ ṣe ni.	negative
Ó ń lọ pẹ́ gan-an, ńṣe ló ń sọ àkókò nù.	negative
Mi ò lè gbà pé mo lo wákàtí méjì láti wo fíìmù yìí	negative
mi ò fẹ́ràn fíìmù yìí rárá	negative
Ó fẹ́rẹ̀ẹ́ jẹ́ pé kò sí ohun tó ń ṣẹlẹ̀.	negative
Àwọn ìjíròrò tó ń fa ìjábá, àwọn ìjábá tó ń fa ìjábá.	negative
Láti ìdarí tí kò dára sí ìtàn tí kò dára sí; láti ìṣeré tó ń ṣeni láàánú sí àìlọ́gbọ́n-únlò; láti fífi àwòrán ṣe àfihàn àfiwé tó ń ṣeni láàánú sí fífi àtúnṣe tó ń ṣeni láàánú.	negative
Fìlíìmù yìí kò dára.	negative
Yàtọ̀ sí pé ó ṣeé fojú rí gan-an, ó sì máa ń ṣe eré tó wà nísàlẹ̀ ìwọ̀nba, ọ̀pọ̀ ìgbà ni àwọn èèyàn máa ń gbìyànjú láti dá àwọn ohun tó ti di ohun ìjà tó ti di ohun ìjà fún àwọn ọ̀daràn tó ti di ohun ìjà.	negative
Mo kórìíra bí wọ́n ṣe ń pè fíìmù yìí ní orúkọ.	negative
Ó sì ń dùn ún wò, 'Efunsetan Aniwura' jẹ́ ìtàn tó ń sọ ìtàn tó ń bani nínú jẹ́ tó sì ń bani nínú jẹ́ gan-an.	negative
Mo ti di livid	negative
ÀWỌN ÀWỌN ÀWỌN ÀWỌN ÀWỌN ÀWỌN ÀWỌN ÀWỌN ÀWỌN ÀWỌN ÀWỌN ÀWỌN ÀWỌN ÀWỌN ÀWỌN ÀWỌN ÀWỌN ÀWỌN ÀWỌN ÀWỌN ÀWỌN ÀWỌN ÀWỌN ÀWỌN ÀWỌN ÀWỌN ÀWỌN ÀWỌN ÀWỌN ÀWỌN ÀWỌN ÀWỌN ÀWỌN ÀWỌN ÀWỌN ÀWỌN ÀWỌN ÀWỌN ÀWỌN ÀWỌN ÀWỌN ÀWỌN ÀWỌN ÀWỌN ÀWỌN ÀWỌN ÀWỌN ÀWỌN ÀWỌN ÀWỌN ÀWỌN ÀWỌN ÀWỌN ÀWỌN ÀWỌN ÀWỌN ÀWỌN ÀWỌN ÀWỌN ÀWỌN ÀWỌN ÀWỌN ÀWỌN ÀWỌN ÀWỌN ÀWỌN ÀWỌN ÀWỌN ÀWỌN ÀWỌN ÀWỌN ÀWỌN ÀWỌN ÀWỌN ÀWỌN ÀWỌN ÀWỌN ÀWỌN ÀWỌN ÀWỌN	negative
ÀWỌN ÀWỌN ÀWỌN ÀWỌN ÀWỌN	negative
fíìmù yìí ṣèlérí ohun tó pọ̀ gan - an, àmọ́ ó wá di èyí tó ń múni ṣeré.	negative
Wọ́n máa ń lo káàdì ìkọlé ìwé tí wọ́n fi ń ṣe ìsọfúnni nípa àwọn èèyàn...	negative
Bó tilẹ̀ jẹ́ pé fíìmù náà kò fara rọ, ó sì dà bí ẹni pé kò ní nǹkan ṣe.	negative
Ó ṣèlérí pé àwọn á máa rẹ́rìn-ín, àmọ́ eré náà kò tó nǹkan, ó sì mú kí wọ́n máa rẹ́rìn-ín ju pé kí wọ́n máa rẹ́rìn-ín bí wọ́n bá lọ sí sinimá.	negative
Abigail kò dára gan-an, ẹni burúkú náà kì í ṣe ẹni tó ń fi àbùkù ṣe nǹkan, wọ́n sì rí i pé kò dáa fáwọn èèyàn dúdú láti máa rìnrìn àjò lọ sí ìgbà tí wọ́n ti wà láàyè.	negative
Ìjákulẹ̀ ńlá ló jẹ́ fún obìnrin tó kópa nínú eré náà.	negative
Ìparí ọ̀rọ̀ náà nìkan ni mo gbádùn jù lọ.	negative
Ìwà ìríra ni, ìtìjú àti ìṣe búburú fún CNA.	negative
Àkọlé àwòrán, Àkọlé àwòrán, Àkọlé àwòrán, Àkọlé àwòrán, Àkọlé àwòrán, Àkọlé àwòrán, Àkọlé àwòrán, Àkọlé àwòrán, Àkọlé àwòrán, Àkọlé àwòrán, Àkọlé àwòrán, Àkọlé àwòrán, Àkọlé àwòrán, Àkọlé àwòrán, Àkọlé àwòrán, Àkọlé àwòrán, Àkọlé àwòrán, Àkọlé àwòrán, Àkọlé àwòrán, Àkọlé àwòrán, Àkọlé àwòrán, Àkọlé àwòrán, Àkọlé àwòrán, Àkọlé àwòrán, Àkọlé àwòrán, Àkọlé àwòrán, Àkọlé àwòrán, Àkọlé àwòrán, Àkọlé àwòrán, Àkọlé àwòrán, Àkọlé àwòrán, Àkọlé àwòrán, Àkọlé àwòrán, Àkọlé àwòrán, Àkọlé àwòrán, Àkọlé àwòrán, Àkọlé àwòrán, Àkọlé àwòrán, Àkọlé àwòrán, Àkọlé àwòrán, Àkọlé àwòrán, Àkọlé àwòrán, Àkọlé àwòrán, Àkọlé àwòrán, Àkọlé àwòrán, Àkọlé àwòrán, Àkọlé àwòrán, Àkọlé àwòrán, Àkọlé àwòrán, Àkọlé àwòrán, Àkọlé, Àkọlé, Àkọlé, Àkọlé, Àkọlé, Àkọlé na Ara Ara Ara Ara Ara Ara Ara Ara Ara Ara Ara Ara Ara Ara Ara Ara Ara Ara Ara Ara Ara Ara Ara Ara Ara Ara Ara Ara Ara Ara Ara Ara Ara Ara Ara Ara Ara Ara Ara Ara Ara Ara Ara Ara Ara Ara Ara Ara Ara Ara Ara Ara Ara Ara Ara Ara Ara Ara Ara Ara Ara Ara Ara Ara Ara Ara Ara Ara Ara Ara Ara Ara Ara Ara Ara Ara Ara Ara Ara Ara Ara Ara Ara Ara Ara Ara Ara Ara Ara Ara Ara Ara Ara Ara Ara Ara Ara Ara Ara Ara Ara Ara Ara Ara Ara Ara Ara Ara Ara Ara Ara Ara Ara Ara Ara Ara Ara Ara Ara Ara Ara Ara Ara Ara	negative
ó dà bí ìgbà tí mo rí fíìmù tó dára nílẹ̀ áfíríkà ní ọdún 2012? tó bá rí bẹ́ẹ̀... ó dára gan-an! mo ní láti bi ara mi pé (nírú ọ̀ràn yìí) ṣé ó ti dára jù lọ ní ọdún 2021?	negative
Ojúṣe fíìmù kan tí kò dára rárá ni Knock Out Blessing, tí kò sì yẹ kí wọ́n ṣe, tàbí kó máà tiẹ̀ yẹ kí wọ́n dá sílẹ̀ fún gbogbo èèyàn.	negative
Ó kọjá àyè kan.	negative
Ó ṣeé ṣe kó jẹ́ nítorí pé kò sí ìsọfúnni tó ń mú kí ìsọfúnni náà máa jáde.	negative
Suga Suga ní àwọn ìran tó ń yíjú sí i tó pọ̀ jù, èyí sì mú kí ìjíròrò tó wáyé láàárín àwọn èèyàn tó ní ìṣòro tó le koko parí.	negative
Ó dùn mí gan-an pé, nígbà tí Enitan kúrò ní ọkàn tó ti kú, ó di ọ̀mọ̀wé, ó sì wá di òǹkọ̀wé, ó di pé ó di ẹni tó ń gbé ní ìṣẹ́jú ìkẹyìn tó kù lẹ́yìn gbogbo ìjákulẹ̀ tó wáyé.	negative
Mo ti wa ni ni ireti ohun kan ti o dara ju crude ṣe, ati ni iwọn nla eyi jẹ otitọ. Bi o ti wa ni diẹ ninu awọn ti o dara ju kọ awọn aworan ati / tabi itọsọna ti o tọka si pe nigbakan diẹ ninu awọn gidi igbiyanju ti a ti ṣe nipasẹ awọn onisefiimu, awọn fiimu ni o ni Elo diẹ awọn ailagbara. Awọn sinima jẹ unimpressive, nibẹ ni o wa gidigidi kekere ni ọna ti awọn iṣelọpọ iye, ati awọn ifiṣere nipasẹ ọpọlọpọ awọn oṣere ni amateur.	negative
Ó ṣeni láàánú pé a ò lè fara da àwọn ìbọn akọ̀boyì, ìbọn àgbááláyé, aṣọ tí a fi ń ṣe àpéjọ, fífi àwòrán ṣe àwọn nǹkan tí kò ní láárí àti àwọn àjọ̀dún ìrántí tó ń múni ronú jinlẹ̀ nípa àwọn ohun tó ti hàn tán, gbogbo èyí ló kún fún àwọn ìfihàn tí kò tọ́ nípa àwọn tó ń ṣe ìjìyà tó ti fara hàn látìbẹ̀rẹ̀.	negative
Ó ṣeni láàánú pé, fíìmù náà sábà máa ń jẹ́ alágbára àti aláàlà, ó sì máa ń ní àwọn ìṣẹ̀lẹ̀ tó ń mú kí ọkàn èèyàn máa fà sí nǹkan nígbà tí ojú ọjọ́ bá ń ṣú.	negative
Fìlíìmù náà kò dára gan-an, ó ní àwọn òǹwòran náà ti ń ṣe àṣejù (ó ṣeé ṣe kí wọ́n ti ń darí wọn jù?) àmọ́ àyíká tó wà nínú rẹ̀ dára gan-an.	negative
