hau_Latn	sentiment
Babu wani abu da ya dace a yi fim dinsa, 'yan wasan kwaikwayo ba su da ƙarfi, wani ɗan shekara 12 ne ya rubuta rubutun, sauti mai kyau ba.	negative
Yin tafiya a cikin wani wuri mai ban sha'awa, ta hanyar yakin basasa na Najeriya na shekarun 1960 ya zama kuskuren kewayawa wanda wannan aikin da aka tsara ba zai iya dawowa ba.	negative
Amma, wannan ba wani abu ba ne da ya zama mai ban sha'awa.	negative
Ba na yin kyau sosai, amma fim din yana da ban sha'awa.	negative
Wannan ba shi da kyau, na ainihi ba shi da kyau daga babban rukuni.	negative
Yana da ban sha'awa duk da cewa yana da lahani	negative
Wannan fim din yana kama da wani abu mai banƙyama na ra'ayoyin da ba a ci gaba ba tare da soyayya mai zurfi ba.	negative
Rubutun fim ba zai iya wucewa ba don aikin wasan kwaikwayo na makarantar sakandare.	negative
Ba na son wannan fim din sosai	negative
Ayyukan wasan kwaikwayon sun kasance mummunan kuma rubutun ya fi muni.	negative
A mafi kyawun yanayin aikin itace ne, tattaunawa kusan ta tsaya, kamar dai ana ci gaba da motsa 'yan wasan kwaikwayo da layin su.	negative
Duk abin da ke cikin wannan fim din yana magana ne game da kasafin kuɗi	negative
Ka yi tono don ka sata lokacinka!	negative
Wannan ba daidai ba ne.	negative
Sai dai a yanayin wasan kwaikwayo na Nollywood ne kawai yake da tabbaci.	negative
Ba abin ban sha'awa ba ne.	negative
Abin tsoro, wasan kwaikwayon yana ci gaba da kasancewa a kan wani lokaci kamar ba zai tafi ko'ina ba.	negative
Gaskiyar cewa wani wasan kwaikwayo ne ya sa ya zama abin tsoro.	negative
Aikin wasan kwaikwayon yana da ban tsoro kuma labarin ba zai yiwu ba.	negative
Ƙarfin Ƙarfin Ƙarfin Ƙarfin Ƙarfin Ƙarfin Ƙarfin Ƙarfin Ƙarfin Ƙarfin Ƙarfin Ƙarfin Ƙarfin Ƙarfin Ƙarfin Ƙarfin Ƙarfin Ƙarfin Ƙarfin Ƙarfin Ƙarfin Ƙarfin Ƙarfin Ƙarfin Ƙarfin Ƙarfin Ƙarfin Ƙarfin Ƙarfin Ƙarfin Ƙarfin Ƙarfin Ƙarfin Ƙarfin Ƙarfin Ƙarfin Ƙarfin Ƙarfin Ƙarfin Ƙarfin Ƙarfin Ƙarfin Ƙarfin Ƙarfin Ƙarfin Ƙarfin Ƙarfin Ƙarfin Ƙarfin Ƙarfin Ƙarfin Ƙarfin Ƙarfin Ƙarfin Ƙarfin Ƙarfin Ƙarfin Ƙarfin Ƙarfin Ƙarfin Ƙarfin Ƙarfin Ƙarfin Ƙarfin Ƙarfin Ƙarfin Ƙarfin Ƙarfin Ƙarfin Ƙarfin Ƙarfin Ƙarfin Ƙarfin Ƙarfin Ƙarfin Ƙarfin Ƙarfin Ƙarfin Ƙarfin Ƙarfin Ƙarfin Ƙarfin Ƙarfin Ƙarfin Ƙarfin Ƙarfin Ƙarfin Ƙarfin Ƙarfin Ƙarfin Ƙarfin Ƙarfin Ƙarfin Ƙarfin Ƙarfin Ƙarfin Ƙarfin Ƙarfin Ƙarfin Ƙarfin Ƙarfin Ƙarfin Ƙarfin Ƙarfin Ƙarfin Ƙarfin Ƙarfin Ƙarfin Ƙarfin Ƙarfin Ƙarfin	negative
Abin takaici ne, 'Levi' wasan kwaikwayo ne ba tare da wani dalili ba.	negative
"Fim din yana da ban mamaki saboda rashin jinƙansa, amma yana sa kwarewa ta ""Goma"" ta zama mai tausayi ga masu sauraro."	negative
Na tabbata cewa zai fi kyau a yi fim mai gajeren lokaci na minti 10 zuwa 30 don gwada ruwa.	negative
wasan kwaikwayo ba tare da manufar ba.	negative
Ƙoƙarin da aka yi da kyau amma mai son sha'awa ne na motsa mai kallo.	negative
Ka yi tunanin yin fim din ba tare da kayan yaji ba. wannan fim din yana da mummunan gaske cewa minti 5 zuwa karshen har yanzu kana mamakin abin da ke faruwa.	negative
Rubutun ba shi da kyau	negative
Sun hada da wasu barkwanci, memes da bidiyo na ban dariya da ba a san su ba da yawa da suka zama sananne a kafofin sada zumunta na Najeriya, sun kira shi fim nasu kuma sun kawo shi zuwa cinema. Idan kai babban mutum ne a kafofin sada zumunta, tabbas ka ga da yawa daga cikinsu, sau da yawa. Kuma ba za ka ga su da ban dariya a nan ba kamar yadda masu samarwa ba su ma fi kyau a wasan kwaikwayo, suna barin 'Social Media 101' suna fama da rawar jiki, tattaunawa mai ban dariya da kuma hasken yanayi mai ban tsoro. Wannan duk abin dariya ne!	negative
"Wannan fim ɗin yana da banƙyama. ""Bayanƙyama"" dole ne ya zama kalmar."	negative
Wani fim din Najeriya mai yawan magana amma da yawa komai... ba zan bada shawarar wannan ga kowa ba.	negative
Ba haka ba ne sosai - amma rubutun da kuma darektan suna shan wahala gaba ɗaya.	negative
Fim din ya fara da ban tsoro, babu wani labari na bayyanar Laila	negative
Ba a gaya mana wani labari mai kyau ba... kuma an sake rubuta tarihin don fim din.	negative
Mai jinkiri, mai kyauta, kuma marar ma'ana.	negative
Ba babban fim ba ne	negative
Wannan fim din ya zama abin ban mamaki	negative
Yana gaya wani yanki labarin wanda za ka iya rantsuwa da aka rubuta cikin gaggawa da wani dalibi na makarantar firamare ga bara ta Cultural Day wasan kwaikwayo gabatar	negative
Idan kana daraja lokacinka, ka yi aiki tuƙuru don ka guje wa hakan.	negative
Shin fim zai iya zama mummunan, amma mai muhimmanci?	negative
Idan ni malamin fim ne da nake ƙoƙarin tsira da azabtar da ɗalibana, da gaske ba zan iya tunanin wanda ya fi dacewa da nunawa da ake bukata ba.	negative
Tsawon lokaci, yin wasa mara kyau, rashin amfani da yawa	negative
Maganar da ta fi ƙarfin hali da kuma mummunan aiki suna nuna alamar wannan mai nuna bambanci.	negative
Ta yaya fim da ke ɗauke da wannan batun ya zama mai jinkiri da ban sha'awa?	negative
wannan labari ne wanda zai iya samun yabo daga masu sukar, amma kisa ba ta da kyau kuma tana sa a manta da shi.	negative
Wannan fim din yana da karamin ladabi fiye da jerin 'Third Eye' na shekarun 1990 tare da Pa Olu Jacobs.	negative
Nollywood yana ci gaba da kunyata mu	negative
Survival of Jelili' wani abu ne mai ban mamaki da kuma ban mamaki.	negative
A ƙarshen fim din na asali na Babban Daddy, gabatar da sabon hali a cikin yanayin karshe ya ba da alama game da ci gaba, amma Babban Daddy 2 ya ɗauki la'anar shekara ta biyu zuwa wani sabon matakin ƙasa.	negative
Ba a sa ran ya ƙare a can ba ... marubucin rubutun da ba na sana'a ba	negative
Wannan shirin ba shi da kyau kuma ya bazu ko'ina.	negative
Abin banza ne da ɓata lokaci da kuɗi	negative
Wannan fim din yana da ban dariya, har yara ba za su so shi ba.	negative
